,estimated_diameter,name,neo_reference_id,absolute_magnitude_h,is_sentry_object,close_approach_day,close_approach_full,relative_velocity_kmh,miss_distance_lunar,miss_distance_astro,miss_distance_km,estimated_diameter_min,estimated_diameter_max,average_diameter,impact_strength
841,"{'kilometers': {'estimated_diameter_min': 0.2658, 'estimated_diameter_max': 0.5943468684}, 'meters': {'estimated_diameter_min': 265.8, 'estimated_diameter_max': 594.3468684194}, 'miles': {'estimated_diameter_min': 0.1651604118, 'estimated_diameter_max': 0.369309908}, 'feet': {'estimated_diameter_min': 872.047272, 'estimated_diameter_max': 1949.9569797852}}",(2018 XQ4),3836904,20.0,False,2019-02-20,2019-Feb-20 03:09,35272.0467243686,144.035540368,0.370271312,55391799.59730544,265.8,594.3468684194,430.07343420970005,15169570.266354205
842,"{'kilometers': {'estimated_diameter_min': 0.1394938229, 'estimated_diameter_max': 0.3119176705}, 'meters': {'estimated_diameter_min': 139.4938229344, 'estimated_diameter_max': 311.9176705226}, 'miles': {'estimated_diameter_min': 0.0866774163, 'estimated_diameter_max': 0.1938165949}, 'feet': {'estimated_diameter_min': 457.6569140361, 'estimated_diameter_max': 1023.3519701574}}",(2018 XB20),3837516,21.4,False,2019-02-20,2019-Feb-20 06:22,43846.6191547662,75.1558644596,0.1932027364,28902717.843611468,139.4938229344,311.9176705226,225.7057467285,9896433.917846657
843,"{'kilometers': {'estimated_diameter_min': 0.0192555078, 'estimated_diameter_max': 0.0430566244}, 'meters': {'estimated_diameter_min': 19.2555078188, 'estimated_diameter_max': 43.0566244241}, 'miles': {'estimated_diameter_min': 0.0119648141, 'estimated_diameter_max': 0.0267541378}, 'feet': {'estimated_diameter_min': 63.1742402722, 'estimated_diameter_max': 141.2618956756}}",(2019 CY1),3838134,25.7,False,2019-02-20,2019-Feb-20 08:44,47948.8279098496,3.2765978812,0.0084231308,1260082.426411396,19.2555078188,43.0566244241,31.156066121450003,1493896.8528053015
844,"{'kilometers': {'estimated_diameter_min': 0.0530340723, 'estimated_diameter_max': 0.1185877909}, 'meters': {'estimated_diameter_min': 53.0340723319, 'estimated_diameter_max': 118.5877908577}, 'miles': {'estimated_diameter_min': 0.0329538346, 'estimated_diameter_max': 0.0736870142}, 'feet': {'estimated_diameter_min': 173.9963058693, 'estimated_diameter_max': 389.0675677576}}",(2019 CS4),3838252,23.5,False,2019-02-20,2019-Feb-20 16:08,35924.9402309715,105.1151239364,0.2702188276,40424161.042857212,53.0340723319,118.5877908577,85.8109315948,3082752.5887071737
845,"{'kilometers': {'estimated_diameter_min': 0.022108281, 'estimated_diameter_max': 0.0494356193}, 'meters': {'estimated_diameter_min': 22.1082810359, 'estimated_diameter_max': 49.435619262}, 'miles': {'estimated_diameter_min': 0.0137374447, 'estimated_diameter_max': 0.0307178602}, 'feet': {'estimated_diameter_min': 72.5337327539, 'estimated_diameter_max': 162.1903570994}}",(2019 DL),3838831,25.4,False,2019-02-20,2019-Feb-20 20:58,17311.3500881438,29.0849564584,0.0747685256,11185212.172800472,22.1082810359,49.435619262,35.77195014895,619260.7523641012
846,"{'kilometers': {'estimated_diameter_min': 0.0127219879, 'estimated_diameter_max': 0.0284472297}, 'meters': {'estimated_diameter_min': 12.7219878539, 'estimated_diameter_max': 28.4472296503}, 'miles': {'estimated_diameter_min': 0.0079050743, 'estimated_diameter_max': 0.0176762835}, 'feet': {'estimated_diameter_min': 41.7388066307, 'estimated_diameter_max': 93.330808926}}",(2019 DF1),3838852,26.6,False,2019-02-20,2019-Feb-20 12:17,19234.429837596,17.5852644706,0.0452063354,6762771.486345598,12.7219878539,28.4472296503,20.5846087521,395933.212776632
847,"{'kilometers': {'estimated_diameter_min': 0.6991252322, 'estimated_diameter_max': 1.5632915441}, 'meters': {'estimated_diameter_min': 699.1252322458, 'estimated_diameter_max': 1563.2915440869}, 'miles': {'estimated_diameter_min': 0.4344161447, 'estimated_diameter_max': 0.97138403}, 'feet': {'estimated_diameter_min': 2293.7180269613, 'estimated_diameter_max': 5128.9094295021}}",33342 (1998 WT24),2033342,17.9,False,2019-02-28,2019-Feb-28 15:13,27893.8157362296,163.0037922261,0.4190328849,62686427.040995163,699.1252322458,1563.2915440869,1131.20838816635,31553718.338789456
848,"{'kilometers': {'estimated_diameter_min': 0.4411182, 'estimated_diameter_max': 0.9863702813}, 'meters': {'estimated_diameter_min': 441.1181999969, 'estimated_diameter_max': 986.3702813054}, 'miles': {'estimated_diameter_min': 0.2740980571, 'estimated_diameter_max': 0.6129018881}, 'feet': {'estimated_diameter_min': 1447.2382352778, 'estimated_diameter_max': 3236.1230737181}}",267759 (2003 MC7),2267759,18.9,False,2019-02-28,2019-Feb-28 08:04,40188.0621147178,128.7028000808,0.3308555272,49495282.146847064,441.1181999969,986.3702813054,713.74424065115,28683997.877310507
849,"{'kilometers': {'estimated_diameter_min': 0.1838886721, 'estimated_diameter_max': 0.411187571}, 'meters': {'estimated_diameter_min': 183.8886720703, 'estimated_diameter_max': 411.1875710413}, 'miles': {'estimated_diameter_min': 0.1142630881, 'estimated_diameter_max': 0.2555000322}, 'feet': {'estimated_diameter_min': 603.309310875, 'estimated_diameter_max': 1349.040630575}}",420738 (2012 TS),2420738,20.8,False,2019-02-28,2019-Feb-28 21:38,40613.7353950274,80.5241408592,0.2070029328,30967197.830633136,183.8886720703,411.1875710413,297.5381215558,12084134.538800757
850,"{'kilometers': {'estimated_diameter_min': 0.0555334912, 'estimated_diameter_max': 0.1241766613}, 'meters': {'estimated_diameter_min': 55.5334911581, 'estimated_diameter_max': 124.1766612574}, 'miles': {'estimated_diameter_min': 0.0345069009, 'estimated_diameter_max': 0.0771597762}, 'feet': {'estimated_diameter_min': 182.1964991311, 'estimated_diameter_max': 407.4037573197}}",(2012 DA33),3599936,23.4,False,2019-02-28,2019-Feb-28 21:14,89328.4346433445,116.6166228292,0.2997856628,44847296.611418236,55.5334911581,124.1766612574,89.85507620775,8026613.302396736
851,"{'kilometers': {'estimated_diameter_min': 0.04411182, 'estimated_diameter_max': 0.0986370281}, 'meters': {'estimated_diameter_min': 44.1118199997, 'estimated_diameter_max': 98.6370281305}, 'miles': {'estimated_diameter_min': 0.0274098057, 'estimated_diameter_max': 0.0612901888}, 'feet': {'estimated_diameter_min': 144.7238235278, 'estimated_diameter_max': 323.6123073718}}",(2012 FU35),3601674,23.9,False,2019-02-28,2019-Feb-28 20:22,30420.5016772941,39.5526224214,0.1016776926,15210766.239474762,44.1118199997,98.6370281305,71.3744240651,2171245.786988275
852,"{'kilometers': {'estimated_diameter_min': 0.0880146521, 'estimated_diameter_max': 0.1968067451}, 'meters': {'estimated_diameter_min': 88.0146520901, 'estimated_diameter_max': 196.8067450894}, 'miles': {'estimated_diameter_min': 0.0546897524, 'estimated_diameter_max': 0.122290004}, 'feet': {'estimated_diameter_min': 288.7619911632, 'estimated_diameter_max': 645.6914415591}}",(2014 CG13),3661498,22.4,False,2019-02-28,2019-Feb-28 21:40,46324.7030019002,168.9804661428,0.4343970852,64984878.680128524,88.0146520901,196.8067450894,142.41069858975,6597133.316463296
853,"{'kilometers': {'estimated_diameter_min': 0.0167708462, 'estimated_diameter_max': 0.0375007522}, 'meters': {'estimated_diameter_min': 16.7708462163, 'estimated_diameter_max': 37.5007521798}, 'miles': {'estimated_diameter_min': 0.0104209175, 'estimated_diameter_max': 0.0233018799}, 'feet': {'estimated_diameter_min': 55.0224631002, 'estimated_diameter_max': 123.0339677816}}",(2017 DF38),3770152,26.0,False,2019-02-28,2019-Feb-28 04:05,39371.0385629052,76.8489362729,0.1975551061,29553823.080184007,16.7708462163,37.5007521798,27.13579919805,1068364.5966616787
854,"{'kilometers': {'estimated_diameter_min': 0.2783267681, 'estimated_diameter_max': 0.6223575734}, 'meters': {'estimated_diameter_min': 278.3267680719, 'estimated_diameter_max': 622.3575733667}, 'miles': {'estimated_diameter_min': 0.1729441822, 'estimated_diameter_max': 0.3867149477}, 'feet': {'estimated_diameter_min': 913.1455937611, 'estimated_diameter_max': 2041.8556210042}}",(2018 YU),3836962,19.9,False,2019-02-28,2019-Feb-28 03:02,47392.3098587934,81.4396862022,0.2093565198,31319289.432692826,278.3267680719,622.3575733667,450.3421707193,21342755.697210703
855,"{'kilometers': {'estimated_diameter_min': 0.096506147, 'estimated_diameter_max': 0.2157943048}, 'meters': {'estimated_diameter_min': 96.5061469579, 'estimated_diameter_max': 215.7943048444}, 'miles': {'estimated_diameter_min': 0.059966121, 'estimated_diameter_max': 0.134088323}, 'feet': {'estimated_diameter_min': 316.6212271853, 'estimated_diameter_max': 707.9865871058}}",(2019 EG),3838881,22.2,False,2019-02-28,2019-Feb-28 22:18,71117.9690013767,28.4579317152,0.0731566368,10944077.041643616,96.5061469579,215.7943048444,156.15022590115,11105086.925195955
856,"{'kilometers': {'estimated_diameter_min': 0.0921626549, 'estimated_diameter_max': 0.2060819612}, 'meters': {'estimated_diameter_min': 92.1626548503, 'estimated_diameter_max': 206.0819612321}, 'miles': {'estimated_diameter_min': 0.057267201, 'estimated_diameter_max': 0.1280533543}, 'feet': {'estimated_diameter_min': 302.370924539, 'estimated_diameter_max': 676.1219416887}}",(2019 EM1),3838913,22.3,False,2019-02-28,2019-Feb-28 15:12,61375.4226619279,6.2345718919,0.0160271771,2397631.556272777,92.1626548503,206.0819612321,149.1223080412,9152444.68435086
857,"{'kilometers': {'estimated_diameter_min': 0.160160338, 'estimated_diameter_max': 0.358129403}, 'meters': {'estimated_diameter_min': 160.1603379786, 'estimated_diameter_max': 358.1294030194}, 'miles': {'estimated_diameter_min': 0.0995189894, 'estimated_diameter_max': 0.2225312253}, 'feet': {'estimated_diameter_min': 525.4604432536, 'estimated_diameter_max': 1174.9652706022}}",(2019 OO2),3843392,21.1,False,2019-02-28,2019-Feb-28 04:44,68184.626406935,157.7495286923,0.4055257807,60665793.022807109,160.1603379786,358.1294030194,259.14487049900004,17669696.18024787
858,"{'kilometers': {'estimated_diameter_min': 0.0384197891, 'estimated_diameter_max': 0.0859092601}, 'meters': {'estimated_diameter_min': 38.4197891064, 'estimated_diameter_max': 85.9092601232}, 'miles': {'estimated_diameter_min': 0.0238729428, 'estimated_diameter_max': 0.0533815229}, 'feet': {'estimated_diameter_min': 126.0491808919, 'estimated_diameter_max': 281.8545369825}}",(2019 UN3),3879314,24.2,False,2019-02-28,2019-Feb-28 15:30,68591.1006271663,193.2813950655,0.4968673395,74330295.661766865,38.4197891064,85.9092601232,62.1645246148,4263933.163293703
859,"{'kilometers': {'estimated_diameter_min': 0.0334622374, 'estimated_diameter_max': 0.0748238376}, 'meters': {'estimated_diameter_min': 33.4622374455, 'estimated_diameter_max': 74.8238376074}, 'miles': {'estimated_diameter_min': 0.0207924639, 'estimated_diameter_max': 0.0464933628}, 'feet': {'estimated_diameter_min': 109.7842471007, 'estimated_diameter_max': 245.4850393757}}",(2004 OW10),3248972,24.5,False,2019-02-27,2019-Feb-27 14:22,59683.6649609993,132.5324823243,0.3407004687,50968064.425521669,33.4622374455,74.8238376074,54.14303752645,3231454.911699454
860,"{'kilometers': {'estimated_diameter_min': 0.0110803882, 'estimated_diameter_max': 0.0247765013}, 'meters': {'estimated_diameter_min': 11.0803882126, 'estimated_diameter_max': 24.7765012606}, 'miles': {'estimated_diameter_min': 0.0068850319, 'estimated_diameter_max': 0.0153953994}, 'feet': {'estimated_diameter_min': 36.3529808636, 'estimated_diameter_max': 81.2877363957}}",(2016 FU12),3748472,26.9,False,2019-02-27,2019-Feb-27 16:09,18838.3780050693,15.3774931423,0.0395308307,5913728.072050609,11.0803882126,24.7765012606,17.9284447366,337742.81899106584
861,"{'kilometers': {'estimated_diameter_min': 0.0211132445, 'estimated_diameter_max': 0.0472106499}, 'meters': {'estimated_diameter_min': 21.113244479, 'estimated_diameter_max': 47.2106498806}, 'miles': {'estimated_diameter_min': 0.0131191578, 'estimated_diameter_max': 0.0293353287}, 'feet': {'estimated_diameter_min': 69.2691770164, 'estimated_diameter_max': 154.8905885541}}",(2018 DE1),3799717,25.5,False,2019-02-27,2019-Feb-27 07:16,23487.8947244181,19.7075738604,0.0506621436,7578948.772194132,21.113244479,47.2106498806,34.1619471798,802392.2189402742
862,"{'kilometers': {'estimated_diameter_min': 0.6089126221, 'estimated_diameter_max': 1.3615700154}, 'meters': {'estimated_diameter_min': 608.9126221057, 'estimated_diameter_max': 1361.5700153859}, 'miles': {'estimated_diameter_min': 0.3783606449, 'estimated_diameter_max': 0.846040122}, 'feet': {'estimated_diameter_min': 1997.7448871092, 'estimated_diameter_max': 4467.0933692788}}",(2018 VZ9),3836248,18.2,False,2019-02-27,2019-Feb-27 21:17,49790.8787177844,134.5433178124,0.3458697116,51741372.152874292,608.9126221057,1361.5700153859,985.2413187458001,49056031.00942209
863,"{'kilometers': {'estimated_diameter_min': 0.0175612318, 'estimated_diameter_max': 0.0392681082}, 'meters': {'estimated_diameter_min': 17.561231848, 'estimated_diameter_max': 39.2681081809}, 'miles': {'estimated_diameter_min': 0.0109120402, 'estimated_diameter_max': 0.0244000636}, 'feet': {'estimated_diameter_min': 57.6155918963, 'estimated_diameter_max': 128.8323800441}}",(2019 DE),3838826,25.9,False,2019-02-27,2019-Feb-27 03:19,26050.8446919339,17.6200262886,0.0452956974,6776139.851204538,17.561231848,39.2681081809,28.41467001445,740226.1555189881
864,"{'kilometers': {'estimated_diameter_min': 0.0121494041, 'estimated_diameter_max': 0.0271668934}, 'meters': {'estimated_diameter_min': 12.14940408, 'estimated_diameter_max': 27.1668934089}, 'miles': {'estimated_diameter_min': 0.0075492874, 'estimated_diameter_max': 0.0168807197}, 'feet': {'estimated_diameter_min': 39.8602508817, 'estimated_diameter_max': 89.1302305717}}",(2019 EF),3838875,26.7,False,2019-02-27,2019-Feb-27 19:39,62918.355239582,3.6098014328,0.0092796952,1388222.636169224,12.14940408,27.1668934089,19.65814874445,1236858.3860558479
865,"{'kilometers': {'estimated_diameter_min': 0.0253837029, 'estimated_diameter_max': 0.0567596853}, 'meters': {'estimated_diameter_min': 25.3837029364, 'estimated_diameter_max': 56.7596852866}, 'miles': {'estimated_diameter_min': 0.0157726969, 'estimated_diameter_max': 0.0352688224}, 'feet': {'estimated_diameter_min': 83.279867942, 'estimated_diameter_max': 186.2194458756}}",(2020 BC16),3991614,25.1,False,2019-02-27,2019-Feb-27 00:30,51681.7580941494,120.7566411426,0.3104283834,46439424.944183358,25.3837029364,56.7596852866,41.0716941115,2122657.3595874435
866,"{'kilometers': {'estimated_diameter_min': 0.0421264611, 'estimated_diameter_max': 0.0941976306}, 'meters': {'estimated_diameter_min': 42.1264610556, 'estimated_diameter_max': 94.1976305719}, 'miles': {'estimated_diameter_min': 0.0261761612, 'estimated_diameter_max': 0.0585316759}, 'feet': {'estimated_diameter_min': 138.2101784897, 'estimated_diameter_max': 309.0473542854}}",(2020 UP),54073360,24.0,False,2019-02-27,2019-Feb-27 11:52,13044.6537937667,161.3631150173,0.4148152057,62055471.216331859,42.1264610556,94.1976305719,68.16204581375,889150.2895152335
867,"{'kilometers': {'estimated_diameter_min': 1.7240703244, 'estimated_diameter_max': 3.8551384433}, 'meters': {'estimated_diameter_min': 1724.0703243712, 'estimated_diameter_max': 3855.1384432842}, 'miles': {'estimated_diameter_min': 1.0712873015, 'estimated_diameter_max': 2.3954712296}, 'feet': {'estimated_diameter_min': 5656.3988830101, 'estimated_diameter_max': 12648.0924102644}}",18736 (1998 NU),2018736,15.94,False,2019-02-26,2019-Feb-26 04:59,13142.851876107,105.5455635618,0.2713253562,40589695.364511294,1724.0703243712,3855.1384432842,2789.6043838277,36663357.2095862
868,"{'kilometers': {'estimated_diameter_min': 0.2424124811, 'estimated_diameter_max': 0.5420507863}, 'meters': {'estimated_diameter_min': 242.4124811008, 'estimated_diameter_max': 542.0507863358}, 'miles': {'estimated_diameter_min': 0.1506280858, 'estimated_diameter_max': 0.3368146392}, 'feet': {'estimated_diameter_min': 795.3165644948, 'estimated_diameter_max': 1778.3819018419}}",458135 (2010 GE25),2458135,20.2,False,2019-02-26,2019-Feb-26 18:59,59568.2923731138,115.1851014677,0.2961056593,44296775.926225691,242.4124811008,542.0507863358,392.23163371830003,23364568.635315776
869,"{'kilometers': {'estimated_diameter_min': 0.2783267681, 'estimated_diameter_max': 0.6223575734}, 'meters': {'estimated_diameter_min': 278.3267680719, 'estimated_diameter_max': 622.3575733667}, 'miles': {'estimated_diameter_min': 0.1729441822, 'estimated_diameter_max': 0.3867149477}, 'feet': {'estimated_diameter_min': 913.1455937611, 'estimated_diameter_max': 2041.8556210042}}",481394 (2006 SF6),2481394,19.9,False,2019-02-26,2019-Feb-26 18:25,37748.5509954247,121.3332030942,0.3119105478,46661153.581413186,278.3267680719,622.3575733667,450.3421707193,16999764.39678775
870,"{'kilometers': {'estimated_diameter_min': 0.5303407233, 'estimated_diameter_max': 1.1858779086}, 'meters': {'estimated_diameter_min': 530.3407233187, 'estimated_diameter_max': 1185.8779085771}, 'miles': {'estimated_diameter_min': 0.3295383456, 'estimated_diameter_max': 0.7368701419}, 'feet': {'estimated_diameter_min': 1739.963058693, 'estimated_diameter_max': 3890.675677576}}",523619 (2007 RX19),2523619,18.5,False,2019-02-26,2019-Feb-26 07:37,77699.249037446,118.8358978211,0.3054907399,45700763.993764013,530.3407233187,1185.8779085771,858.1093159479001,66674449.44118832
871,"{'kilometers': {'estimated_diameter_min': 0.0175612318, 'estimated_diameter_max': 0.0392681082}, 'meters': {'estimated_diameter_min': 17.561231848, 'estimated_diameter_max': 39.2681081809}, 'miles': {'estimated_diameter_min': 0.0109120402, 'estimated_diameter_max': 0.0244000636}, 'feet': {'estimated_diameter_min': 57.6155918963, 'estimated_diameter_max': 128.8323800441}}",(2010 CP19),3508124,25.9,False,2019-02-26,2019-Feb-26 06:17,35988.7640588626,119.4172186042,0.3069851378,45924322.736536486,17.561231848,39.2681081809,28.41467001445,1022608.8549604791
872,"{'kilometers': {'estimated_diameter_min': 0.3346223745, 'estimated_diameter_max': 0.7482383761}, 'meters': {'estimated_diameter_min': 334.6223744549, 'estimated_diameter_max': 748.2383760735}, 'miles': {'estimated_diameter_min': 0.2079246394, 'estimated_diameter_max': 0.464933628}, 'feet': {'estimated_diameter_min': 1097.8424710066, 'estimated_diameter_max': 2454.8503937571}}",(2010 FY80),3514547,19.5,False,2019-02-26,2019-Feb-26 10:48,85324.640677772,179.5502395099,0.4615687391,69049700.227945717,334.6223744549,748.2383760735,541.4303752642,46197352.22144912
873,"{'kilometers': {'estimated_diameter_min': 0.0088014652, 'estimated_diameter_max': 0.0196806745}, 'meters': {'estimated_diameter_min': 8.801465209, 'estimated_diameter_max': 19.6806745089}, 'miles': {'estimated_diameter_min': 0.0054689752, 'estimated_diameter_max': 0.0122290004}, 'feet': {'estimated_diameter_min': 28.8761991163, 'estimated_diameter_max': 64.5691441559}}",(2012 BT1),3595924,27.4,False,2019-02-26,2019-Feb-26 00:21,51684.0591687505,91.6659842004,0.2356452036,35252020.534276332,8.801465209,19.6806745089,14.24106985895,736036.2972162812
874,"{'kilometers': {'estimated_diameter_min': 0.4836764882, 'estimated_diameter_max': 1.0815335068}, 'meters': {'estimated_diameter_min': 483.6764882185, 'estimated_diameter_max': 1081.533506775}, 'miles': {'estimated_diameter_min': 0.3005425432, 'estimated_diameter_max': 0.6720335566}, 'feet': {'estimated_diameter_min': 1586.8651696069, 'estimated_diameter_max': 3548.3383903678}}",(2014 QJ433),3686082,18.7,False,2019-02-26,2019-Feb-26 06:42,77912.6527514246,152.7665972876,0.3927161884,58749505.299158708,483.6764882185,1081.533506775,782.60499749675,60974831.4114938
875,"{'kilometers': {'estimated_diameter_min': 0.0080270317, 'estimated_diameter_max': 0.0179489885}, 'meters': {'estimated_diameter_min': 8.0270316728, 'estimated_diameter_max': 17.948988478}, 'miles': {'estimated_diameter_min': 0.0049877647, 'estimated_diameter_max': 0.0111529809}, 'feet': {'estimated_diameter_min': 26.3354065935, 'estimated_diameter_max': 58.8877593581}}",(2017 DR109),3770320,27.6,False,2019-02-26,2019-Feb-26 04:50,31709.6581659977,22.7353989673,0.0584457557,8743360.563260359,8.0270316728,17.948988478,12.9880100754,411845.35974746797
876,"{'kilometers': {'estimated_diameter_min': 0.0060891262, 'estimated_diameter_max': 0.0136157002}, 'meters': {'estimated_diameter_min': 6.0891262211, 'estimated_diameter_max': 13.6157001539}, 'miles': {'estimated_diameter_min': 0.0037836064, 'estimated_diameter_max': 0.0084604012}, 'feet': {'estimated_diameter_min': 19.9774488711, 'estimated_diameter_max': 44.6709336928}}",(2017 FJ),3771564,28.2,False,2019-02-26,2019-Feb-26 19:27,66831.9511259113,122.9181261,0.3159849,47270667.992163,6.0891262211,13.6157001539,9.8524131875,658455.996619284
877,"{'kilometers': {'estimated_diameter_min': 0.1192765246, 'estimated_diameter_max': 0.2667104172}, 'meters': {'estimated_diameter_min': 119.2765246442, 'estimated_diameter_max': 266.7104172244}, 'miles': {'estimated_diameter_min': 0.0741149734, 'estimated_diameter_max': 0.1657261187}, 'feet': {'estimated_diameter_min': 391.3271931138, 'estimated_diameter_max': 875.0342052466}}",(2017 OW67),3779441,21.74,False,2019-02-26,2019-Feb-26 16:22,71121.1008283628,110.5623078579,0.2842218711,42518986.523974557,119.2765246442,266.7104172244,192.99347093429998,13725908.105534054
878,"{'kilometers': {'estimated_diameter_min': 0.0055533491, 'estimated_diameter_max': 0.0124176661}, 'meters': {'estimated_diameter_min': 5.5533491158, 'estimated_diameter_max': 12.4176661257}, 'miles': {'estimated_diameter_min': 0.0034506901, 'estimated_diameter_max': 0.0077159776}, 'feet': {'estimated_diameter_min': 18.2196499131, 'estimated_diameter_max': 40.740375732}}",(2018 DV1),3799747,28.4,False,2019-02-26,2019-Feb-26 08:01,35047.469101392,50.7065721039,0.1303510851,19500244.683148737,5.5533491158,12.4176661257,8.985507620749999,314919.3006985579
879,"{'kilometers': {'estimated_diameter_min': 0.0667659413, 'estimated_diameter_max': 0.1492931834}, 'meters': {'estimated_diameter_min': 66.7659413495, 'estimated_diameter_max': 149.2931834393}, 'miles': {'estimated_diameter_min': 0.0414864197, 'estimated_diameter_max': 0.0927664547}, 'feet': {'estimated_diameter_min': 219.0483710172, 'estimated_diameter_max': 489.807047955}}",(2019 BF),3837915,23.0,False,2019-02-26,2019-Feb-26 09:16,41121.6290777189,29.9361323765,0.0769566385,11512549.201959995,66.7659413495,149.2931834393,108.0295623944,4442351.594210807
880,"{'kilometers': {'estimated_diameter_min': 0.0105816886, 'estimated_diameter_max': 0.023661375}, 'meters': {'estimated_diameter_min': 10.5816885933, 'estimated_diameter_max': 23.6613750114}, 'miles': {'estimated_diameter_min': 0.0065751544, 'estimated_diameter_max': 0.0147024923}, 'feet': {'estimated_diameter_min': 34.7168272045, 'estimated_diameter_max': 77.6291855923}}",(2019 CF4),3838241,27.0,False,2019-02-26,2019-Feb-26 10:24,13405.1833447501,15.556624258,0.039991322,5982616.58968414,10.5816885933,23.6613750114,17.12153180235,229517.27295347134
881,"{'kilometers': {'estimated_diameter_min': 0.002914439, 'estimated_diameter_max': 0.0065168838}, 'meters': {'estimated_diameter_min': 2.9144390453, 'estimated_diameter_max': 6.5168838217}, 'miles': {'estimated_diameter_min': 0.0018109479, 'estimated_diameter_max': 0.0040494026}, 'feet': {'estimated_diameter_min': 9.5618081975, 'estimated_diameter_max': 21.3808531175}}",(2019 DF),3838828,29.8,False,2019-02-26,2019-Feb-26 21:11,53804.5952294516,0.4499783952,0.0011567568,173048.353388016,2.9144390453,6.5168838217,4.715661433499999,253724.25466860298
882,"{'kilometers': {'estimated_diameter_min': 0.0066765941, 'estimated_diameter_max': 0.0149293183}, 'meters': {'estimated_diameter_min': 6.676594135, 'estimated_diameter_max': 14.9293183439}, 'miles': {'estimated_diameter_min': 0.004148642, 'estimated_diameter_max': 0.0092766455}, 'feet': {'estimated_diameter_min': 21.9048371017, 'estimated_diameter_max': 48.9807047955}}",(2019 DM1),3838857,28.0,False,2019-02-26,2019-Feb-26 19:24,63681.6279322757,1.3177644577,0.0033875693,506773.151757391,6.676594135,14.9293183439,10.802956239450001,687949.8398093112
883,"{'kilometers': {'estimated_diameter_min': 0.0201629919, 'estimated_diameter_max': 0.0450858206}, 'meters': {'estimated_diameter_min': 20.1629919443, 'estimated_diameter_max': 45.0858206172}, 'miles': {'estimated_diameter_min': 0.0125286985, 'estimated_diameter_max': 0.0280150214}, 'feet': {'estimated_diameter_min': 66.1515504905, 'estimated_diameter_max': 147.9193637137}}",(2019 DS1),3838868,25.6,False,2019-02-26,2019-Feb-26 19:24,37509.6541229586,1.8888916125,0.0048557625,726411.727225875,20.1629919443,45.0858206172,32.62440628075,1223730.1955578108
884,"{'kilometers': {'estimated_diameter_min': 0.0053648178, 'estimated_diameter_max': 0.0119960973}, 'meters': {'estimated_diameter_min': 5.3648177947, 'estimated_diameter_max': 11.9960972758}, 'miles': {'estimated_diameter_min': 0.0033335422, 'estimated_diameter_max': 0.007454027}, 'feet': {'estimated_diameter_min': 17.6011088135, 'estimated_diameter_max': 39.3572757862}}",(2019 DG2),3838939,28.475,False,2019-02-26,2019-Feb-26 07:39,75741.1693577539,0.6137405877,0.0015777393,236026.438695291,5.3648177947,11.9960972758,8.68045753525,657468.0042801612
885,"{'kilometers': {'estimated_diameter_min': 0.0201629919, 'estimated_diameter_max': 0.0450858206}, 'meters': {'estimated_diameter_min': 20.1629919443, 'estimated_diameter_max': 45.0858206172}, 'miles': {'estimated_diameter_min': 0.0125286985, 'estimated_diameter_max': 0.0280150214}, 'feet': {'estimated_diameter_min': 66.1515504905, 'estimated_diameter_max': 147.9193637137}}",(2019 EB1),3838898,25.6,False,2019-02-26,2019-Feb-26 17:56,41661.871861181,22.5031069171,0.0578486039,8654027.925913693,20.1629919443,45.0858206172,32.62440628075,1359193.8340157154
886,"{'kilometers': {'estimated_diameter_min': 0.0483676488, 'estimated_diameter_max': 0.1081533507}, 'meters': {'estimated_diameter_min': 48.3676488219, 'estimated_diameter_max': 108.1533506775}, 'miles': {'estimated_diameter_min': 0.0300542543, 'estimated_diameter_max': 0.0672033557}, 'feet': {'estimated_diameter_min': 158.6865169607, 'estimated_diameter_max': 354.8338390368}}",(2019 ES1),3838919,23.7,False,2019-02-26,2019-Feb-26 03:44,47109.8363005271,13.9162199716,0.0357743444,5351765.722886428,48.3676488219,108.1533506775,78.2604997497,3686839.3320058095
887,"{'kilometers': {'estimated_diameter_min': 0.2914439045, 'estimated_diameter_max': 0.6516883822}, 'meters': {'estimated_diameter_min': 291.4439045349, 'estimated_diameter_max': 651.6883821679}, 'miles': {'estimated_diameter_min': 0.1810947904, 'estimated_diameter_max': 0.4049402617}, 'feet': {'estimated_diameter_min': 956.1808197541, 'estimated_diameter_max': 2138.0853117517}}",(2019 FK),3840135,19.8,False,2019-02-26,2019-Feb-26 21:01,99882.3031370305,165.6575742663,0.4258549467,63706992.955283529,291.4439045349,651.6883821679,471.5661433514,47101112.479384914
888,"{'kilometers': {'estimated_diameter_min': 0.0036690614, 'estimated_diameter_max': 0.0082042706}, 'meters': {'estimated_diameter_min': 3.6690613753, 'estimated_diameter_max': 8.2042706488}, 'miles': {'estimated_diameter_min': 0.0022798483, 'estimated_diameter_max': 0.0050978959}, 'feet': {'estimated_diameter_min': 12.0376033226, 'estimated_diameter_max': 26.9168993155}}",(2007 EK),3370278,29.3,False,2019-02-25,2019-Feb-25 13:50,63727.1774554874,121.2058514962,0.3115831658,46612177.931536846,3.6690613753,8.2042706488,5.93666601205,378326.968443871
