,date,id,content,username
345,2020-10-05 06:24:44+00:00,1313002160305528833,"@BarrySchwartzBW @ErnestWongBWM DO YOU WANT TO DOUBLE YOUR MONEY WITH 1 STOCK?! Might Help you in case! 
In this video, he'll go through and talk about the $GOOG, GOOGLE STOCK, the market news today &amp; he'll make a price ANALYSIS on GOOGLE / ALPHABET stock.
https://t.co/Q73U4p1txa",cesdavidstocks
346,2020-10-05 06:24:01+00:00,1313001980638322688,"@EliteEdgeTrader DO YOU WANT TO DOUBLE YOUR MONEY WITH 1 STOCK?! Might Help you in case! 
In this video, he'll go through and talk about the $GOOG, GOOGLE STOCK, the market news today &amp; he'll make a price ANALYSIS on GOOGLE / ALPHABET stock.
https://t.co/Q73U4p1txa",cesdavidstocks
347,2020-10-05 06:23:17+00:00,1313001796676149248,"@PortfolioBuzz DO YOU WANT TO DOUBLE YOUR MONEY WITH 1 STOCK?! Might Help you in case! 
In this video, he'll go through and talk about the $GOOG, GOOGLE STOCK, the market news today &amp; he'll make a price ANALYSIS on GOOGLE / ALPHABET stock.
https://t.co/Q73U4p1txa",cesdavidstocks
348,2020-10-05 06:22:02+00:00,1313001483214807040,"@MarketCurrents DO YOU WANT TO DOUBLE YOUR MONEY WITH 1 STOCK?! Might Help you in case! 
In this video, he'll go through and talk about the $GOOG, GOOGLE STOCK, the market news today &amp; he'll make a price ANALYSIS on GOOGLE / ALPHABET stock.
https://t.co/Q73U4p1txa",cesdavidstocks
349,2020-10-05 06:18:13+00:00,1313000522618527744,"@BrianFeroldi DO YOU WANT TO DOUBLE YOUR MONEY WITH 1 STOCK?! Might Help you in case! 
In this video, he'll go through and talk about the $GOOG, GOOGLE STOCK, the market news today &amp; he'll make a price ANALYSIS on GOOGLE / ALPHABET stock.
https://t.co/Q73U4p1txa",cesdavidstocks
350,2020-10-03 12:43:08+00:00,1312372615466549248,"I HAVE FANTASTIC NEWS FOR ANYONE HOLDING $GOOG GOOGLE / ALPHABET STOCK !!!!  IT'S GOING TO DOUBLE!!

WATCH NOW: https://t.co/07cu8gqYBC

#google #googlestock #stock #stocks #sp500 #investing #StockMarket #ES_F #SPX #alphabet #AppleWatch #googlepixel5 #Googletv",Jamyies
351,2020-10-02 22:22:10+00:00,1312155945749815296,Alphabet Inc Class C (GOOG) stock dropped by 2.1254%! Currently priced at 1458.42. https://t.co/sd20c0hNpM,AstroNetDkIOT
352,2020-10-02 22:12:40+00:00,1312153552278577153,Alphabet Inc Class C (GOOG) stock dropped by 2.1254%! Currently priced at 1458.42. https://t.co/c4ybXIzxU0,EquityMongoose
353,2020-10-02 19:54:51+00:00,1312118870111449088,"#Alphabet $GOOG Has A Neutral #Technical Analysis Score (TA Score). Breakdown Of 3 Categories: #candle score Neutral; moving average score Neutral; #momentum score Neutral #stocks #stock #StockMarket #Investment #investing https://t.co/Gr3YvQQ4OY
https://t.co/RfndluZr3W https://t.co/TXdhkCq6xG",MITickWatcher
354,2020-10-02 19:54:51+00:00,1312118870086311936,"#Alphabet $GOOG Has A Neutral #Technical Analysis Score (TA Score). Breakdown Of 3 Categories: #candle score Neutral; moving average score Neutral; #momentum score Neutral #stocks #stock #StockMarket #Investment #investing https://t.co/Gr3YvQQ4OY
https://t.co/RfndluZr3W https://t.co/bCS60IfB3t",MITickWatcher
355,2020-10-02 19:45:56+00:00,1312116626918047744,"#Options Flow Grid Update $GOOG #OptionsTrading Alphabet Shares 🔻1.5% to $1,466.79 #OptionsFlow #optiontrading #stocks #stock #StockMarket #investing #Investment https://t.co/B7BWRcVOEf https://t.co/I4vUnYj62Y https://t.co/eT13WiOxtm",TickwatcherMF
356,2020-10-02 15:41:55+00:00,1312055219602313220,"#Options Flow Grid Update $GOOG #OptionsTrading Alphabet Shares 🔻1.68% to $1,468 #OptionsFlow #stocks #stock #StockMarket #investing #Investment https://t.co/5JE2nlalc3
https://t.co/TM7Xz9ZQy0 https://t.co/oBy8zKOg3V",MinteractApp
357,2020-10-02 14:25:57+00:00,1312036102522302464,"#Options Flow Grid Update $GOOG #OptionsTrading Alphabet Shares 🔻0.6% to $1,480.9 #OptionsFlow #stocks #stock #StockMarket #investing #Investment https://t.co/5JE2nlrW3B
https://t.co/0KlednWNjK https://t.co/wI6hKArkH7",MinteractApp
358,2020-10-02 14:10:36+00:00,1312032238456930304,Ann Mather Sells 22 Shares of Alphabet Inc $GOOG Stock https://t.co/twxcLqoP46,dakotafinancial
359,2020-10-02 14:10:05+00:00,1312032105644339201,Ann Mather Sells 22 Shares of Alphabet Inc $GOOG Stock https://t.co/9xp5fqAUcY,TranscriptDaily
360,2020-10-02 01:34:37+00:00,1311841989038661634,Ann Mather Sells 22 Shares of Alphabet Inc $GOOG Stock https://t.co/W0fN9sz5mH #markets,CFinancialNews
361,2020-10-02 01:34:37+00:00,1311841986773692417,Ann Mather Sells 22 Shares of Alphabet Inc $GOOG Stock https://t.co/mTUcHYCqMN #stocks,AmericanBanking
362,2020-10-01 22:18:32+00:00,1311792643068891139,Alphabet Inc Class C (GOOG) stock rose by 1.3943%! Currently priced at 1490.09. https://t.co/c4ybXIhX2s,EquityMongoose
363,2020-10-01 22:01:27+00:00,1311788343571763201,Alphabet Inc Class C (GOOG) stock rose by 1.3943%! Currently priced at 1490.09. https://t.co/sd20c0zoOm,AstroNetDkIOT
364,2020-10-01 21:31:39+00:00,1311780842864283653,Alphabet Inc Class C (GOOG) stock rose by 1.3943%! Currently priced at 1490.09. https://t.co/nBUPPoyCzb,FlexsisLondon
365,2020-10-01 19:45:18+00:00,1311754080381935616,"#Options Flow Grid Update $GOOG #OptionsTrading Alphabet Shares ⬆️1.33% to $1,488.64 #OptionsFlow #stocks #stock #StockMarket #investing #Investment https://t.co/B7BWRcVOEf https://t.co/XjBowrRCKf",TickwatcherMF
366,2020-10-01 18:33:23+00:00,1311735980261404672,"#Options Flow Grid Update $GOOG #OptionsTrading Alphabet Shares. ⬆️1.19% to $1,487.87 #OptionsFlow #stocks #stock #StockMarket #investing #Investment https://t.co/5JE2nlrW3B
https://t.co/8HiEhZQxZw https://t.co/0tmnXsx1ev",MinteractApp
367,2020-10-01 13:59:51+00:00,1311667146334728195,"#Options Flow Grid Update $GOOG #OptionsTrading Alphabet Shares ⬆️0.96% to $1,483.64 #OptionsFlow #stocks #stock #StockMarket #investing #Investment https://t.co/5JE2nlrW3B
https://t.co/RiJmb3AOun https://t.co/6gYRayilTr",MinteractApp
368,2020-10-01 08:38:18+00:00,1311586225640411143,Alphabet $GOOG Stock Rating Reaffirmed by Jefferies Financial Group https://t.co/eiN6ATHO9x #stocks,midetimes
369,2020-10-01 08:38:18+00:00,1311586223690076160,Alphabet $GOOG Stock Rating Reaffirmed by Jefferies Financial Group https://t.co/imvO3X3KbH,dailypoliticaln
370,2020-10-01 07:43:37+00:00,1311572463680196608,Alphabet $GOOG Stock Rating Reaffirmed by Jefferies Financial Group  https://t.co/sXdMMN2PVD #investingnews,intercooleronli
371,2020-09-30 20:54:01+00:00,1311408984725901318,"$GOOG Alphabet Inc. Cl A stock falls Wednesday, underperforms market

https://t.co/ZZwEjFaSnF",TopStockAlerts1
372,2020-09-30 19:39:11+00:00,1311390150627217409,"#Options Flow Grid Update $GOOG #OptionsTrading Alphabet Shares ⬆️0.13% to $1,471.96 #OptionsFlow #stocks #stock #StockMarket #investing #Investment https://t.co/B7BWRcVOEf https://t.co/aaogwt9NmN",TickwatcherMF
373,2020-09-30 12:58:53+00:00,1311289415218626561,"That said. I'd Also consider owning part of $goog, since they have invested into SpaceX. So by owning Alphabet stock, you indirectly have some exposure to SpaceX.",justusenumbers
374,2020-09-29 23:51:17+00:00,1311091207074848768,"#Options Flow Grid Update $GOOG #OptionsTrading Alphabet Shares ⬆️0.35% to $1,469.7 #OptionsFlow #optiontrading #stocks #stock #StockMarket #investing #Investment https://t.co/Gr3YvQQ4OY https://t.co/8RJYZd1NUl",MITickWatcher
375,2020-09-29 18:52:50+00:00,1311016099345920000,"#Options Flow Grid Update $GOOG #OptionsTrading Alphabet Shares ⬆️0.21% to $1,467.28 #OptionsFlow  #stocks #stock #StockMarket #investing #Investment https://t.co/I8hjTlEqg3 https://t.co/7My6mFhY8M",OptionsProVol
376,2020-09-29 17:14:02+00:00,1310991236266733568,Google Stock Analysis (NEW) | Is Alphabet (GOOG) a BUY NOW? | Best Growth Stocks for October 2020 $GOOG https://t.co/Ee9PXv7IdP $SPY,MarketFollows
377,2020-09-29 13:45:46+00:00,1310938824516739079,"$GOOG Alphabet #Options #maxpain Chart, Open Interest Chart Update #OptionsTrading #OptionsFlow #optionstrade #optiontrading #stocks #stock #StockMarket #Investment #investing #invest #investor #investors #UOA https://t.co/IWZSYMRTyA https://t.co/fobRTIMLgi",OptionsProOI
378,2020-09-29 13:45:46+00:00,1310938824088776704,"$GOOG Alphabet #Options #maxpain Chart, Open Interest Chart Update #OptionsTrading #OptionsFlow #optionstrade #optiontrading #stocks #stock #StockMarket #Investment #investing #invest #investor #investors #UOA https://t.co/IWZSYMAia0 https://t.co/TxPm3CHP37",OptionsProOI
379,2020-09-28 23:05:15+00:00,1310717235636219904,"$GOOG Alphabet #Options #maxpain Chart, Open Interest Chart Update #OptionsTrading #OptionsFlow #optionstrade #optiontrading #stocks #stock #StockMarket #Investment #investing #invest #investor #investors #UOA https://t.co/5JE2nlrW3B
https://t.co/pxxfaxPBL8 https://t.co/ROQM1wMjX0",MinteractApp
380,2020-09-28 22:19:10+00:00,1310705636133359616,"#Options Flow Grid Update $GOOG #OptionsTrading Alphabet Shares ⬆️1.8% to $1,471 #OptionsFlow #optiontrading #stocks #stock #StockMarket #investing #Investment https://t.co/5JE2nlrW3B
https://t.co/T8Gnx8NC8O https://t.co/HJ7QEn4AUq",MinteractApp
381,2020-09-28 22:18:26+00:00,1310705453056372742,Alphabet Inc Class C (GOOG) stock rose by 1.3537%! Currently priced at 1464.52. https://t.co/c4ybXIhX2s,EquityMongoose
382,2020-09-28 22:01:45+00:00,1310701255229165568,Alphabet Inc Class C (GOOG) stock rose by 1.3537%! Currently priced at 1464.52. https://t.co/sd20c0zoOm,AstroNetDkIOT
383,2020-09-28 21:31:38+00:00,1310693674850963463,Alphabet Inc Class C (GOOG) stock rose by 1.3537%! Currently priced at 1464.52. https://t.co/nBUPPoyCzb,FlexsisLondon
384,2020-09-28 19:33:45+00:00,1310664011168378882,#Alphabet $GOOG Has A Neutral #Technical Analysis Score (TA Score). Breakdown Of 3 Categories: #candle score Neutral; moving average score Neutral; #momentum score Neutral #stocks #stock #StockMarket #Investment #investing https://t.co/Gr3YvQQ4OY https://t.co/UfDZqzVdiK,MITickWatcher
385,2020-09-28 00:50:46+00:00,1310381401947009027,"#Options Flow Grid Update $GOOG #OptionsTrading Alphabet Shares ⬆️0.85% to $1,440.4 #OptionsFlow #optiontrading #stocks #stock #StockMarket #investing #Investment https://t.co/5JE2nlrW3B
https://t.co/r7CFlD6Yzz https://t.co/TNWmw9yRJ9",MinteractApp
386,2020-09-27 10:48:56+00:00,1310169548390359041,"@wenhaiendian @ding_gang Alphabet Inc (stock code: GOOG) frauds on viewers data. It implies that GOOG is likely to fraud in its publicised information to cheat investors through falsification of data. Please divest Google i.e., sell shares and debts issued by GOOG #GOOG",TheCICPA
387,2020-09-25 22:18:11+00:00,1309618227090272260,Alphabet Inc Class C (GOOG) stock rose by 1.1671%! Currently priced at 1444.96. https://t.co/c4ybXIhX2s,EquityMongoose
388,2020-09-25 22:01:08+00:00,1309613936858279941,Alphabet Inc Class C (GOOG) stock rose by 1.1671%! Currently priced at 1444.96. https://t.co/sd20c0zoOm,AstroNetDkIOT
389,2020-09-25 21:31:30+00:00,1309606477619961856,Alphabet Inc Class C (GOOG) stock rose by 1.1671%! Currently priced at 1444.96. https://t.co/nBUPPoyCzb,FlexsisLondon
390,2020-09-25 19:49:15+00:00,1309580747439656962,"#Options Flow Grid Update $GOOG #OptionsTrading Alphabet Shares ⬆️1.17% to $1,445.63 #OptionsFlow #stocks #stock #StockMarket #investing #Investment https://t.co/B7BWRcVOEf https://t.co/3nqIP947Zc",TickwatcherMF
391,2020-09-25 15:31:10+00:00,1309515796901552130,"#Options Flow Grid Update $GOOG #OptionsTrading Alphabet Shares ⬆️0.3% to $1,432.44 #OptionsFlow #stocks #stock #StockMarket #investing #Investment https://t.co/I8hjTlEqg3
https://t.co/3CVZWhh5u6 https://t.co/vWhZuU5O7n",OptionsProVol
392,2020-09-25 14:25:53+00:00,1309499369691865089,"#Options Flow Grid Update $GOOG #OptionsTrading Alphabet Shares 🔻0.21% to $1,426.23 #OptionsFlow #stocks #stock #StockMarket #investing #Investment https://t.co/5JE2nlrW3B
https://t.co/3erXwSQcfV https://t.co/PrrnJqzFt6",MinteractApp
393,2020-09-24 19:39:18+00:00,1309215853963915265,"#Options Flow Grid Update $GOOG #OptionsTrading Alphabet Shares ⬆️0.42% to $1,420.53 #OptionsFlow #stocks #stock #StockMarket #investing #Investment https://t.co/IWZSYMAia0 https://t.co/4WdelDZDw3",OptionsProOI
394,2020-09-24 18:09:42+00:00,1309193304496463874,Alphabet $GOOG Has A Weak #Technical Analysis Score (TA Score). Breakdown Of 3 Categories: #candle score Weak; moving average score Weak; #momentum score Neutral #stocks #stock #StockMarket #Investment #investing https://t.co/Jj64hrpqst https://t.co/D8T6uD0c2t https://t.co/lGDFvvtBqK,OptionsMaxPain
395,2020-09-24 16:34:45+00:00,1309169411408838656,"#Options Flow Grid Update $GOOG #OptionsTrading Alphabet Shares ⬆️1.12% to $1,429.9381 #OptionsFlow #optiontrading #stocks #stock #StockMarket #investing #Investment https://t.co/Jj64hrpqst https://t.co/ijnyfAXmzF https://t.co/ShuHNWBXGE",OptionsMaxPain
396,2020-09-24 16:26:50+00:00,1309167418686746624,#Sept24th @Google $GOOG #AnalystCalls Alphabet Stock Should Be a Major Winner for the Shelter-In-Place Holidays https://t.co/Xqjn8P9TkJ via @BarronsOnline,pkchin888
397,2020-09-24 14:36:26+00:00,1309139634539167745,"#Options Flow Grid Update $GOOG #OptionsTrading Alphabet Shares ⬆️0.65% to $1,423.46 #OptionsFlow #stocks #stock #StockMarket #investing #Investment https://t.co/I8hjTlmPov https://t.co/OPsY0MZngz",OptionsProVol
398,2020-09-23 22:12:22+00:00,1308891989329444864,Alphabet Inc Class C (GOOG) stock dropped by 3.429%! Currently priced at 1415.21. https://t.co/c4ybXIhX2s,EquityMongoose
399,2020-09-23 21:22:18+00:00,1308879387622871040,Alphabet Inc Class C (GOOG) stock dropped by 3.429%! Currently priced at 1415.21. https://t.co/sd20c0zoOm,AstroNetDkIOT
400,2020-09-23 19:59:22+00:00,1308858515184857088,"#Alphabet $GOOG Has A Weak #Technical Analysis Score (TA Score). Breakdown Of 3 Categories: #candle score Weak; moving average score Neutral; #momentum score Neutral #stocks #stock #StockMarket #Investment #investing https://t.co/Gr3YvQytXq
https://t.co/2emDwqnCGP https://t.co/pnzTmHUlOK",MITickWatcher
401,2020-09-23 19:51:34+00:00,1308856552955228160,"#Options Flow Grid Update $GOOG #OptionsTrading Alphabet Shares 🔻3.68% to $1,411.62 #OptionsFlow #stocks #stock #StockMarket #investing #Investment https://t.co/IWZSYMRTyA https://t.co/n7alp8hD1w",OptionsProOI
402,2020-09-23 17:37:52+00:00,1308822905422192641,Alphabet $GOOG Has A Weak #Technical Analysis Score (TA Score). Breakdown Of 3 Categories: #candle score Weak; moving average score Neutral; #momentum score Neutral #stocks #stock #StockMarket #Investment #investing https://t.co/Jj64hrpqst https://t.co/mOqpkRdig3 https://t.co/Yf9ORjX59k,OptionsMaxPain
403,2020-09-23 16:50:09+00:00,1308810899596042240,"#Options Flow Grid Update $GOOG #OptionsTrading Alphabet Shares 🔻1.77% to $1,440.01 #OptionsFlow #stocks #stock #StockMarket #investing #Investment https://t.co/5JE2nlrW3B
https://t.co/9OUXAy36VJ https://t.co/bTBYJeVu38",MinteractApp
404,2020-09-23 14:35:41+00:00,1308777058898640896,#Alphabet $GOOG Has A Weak #Technical Analysis Score (TA Score). Breakdown Of 3 Categories: #candle score Weak; moving average score Neutral; #momentum score Neutral #stocks #stock #StockMarket #Investment #investing https://t.co/Gr3YvQQ4OY https://t.co/PVlxUt155J,MITickWatcher
405,2020-09-23 14:07:12+00:00,1308769889813803009,"#Options Flow Grid Update $GOOG #OptionsTrading Alphabet Shares 🔻1.05% to $1,449.57 #OptionsFlow #stocks #stock #StockMarket #investing #Investment https://t.co/5JE2nlrW3B
https://t.co/4K4yYztxXb https://t.co/YEvKyaOTdA",MinteractApp
406,2020-09-23 14:03:47+00:00,1308769029474013186,"$GOOG Alphabet #Options #maxpain Chart, Open Interest Chart Update #OptionsTrading #OptionsFlow #optionstrade #optiontrading #stocks #stock #StockMarket #Investment #investing #invest #investor #investors #UOA https://t.co/IWZSYMAia0 https://t.co/18G8gUZ9bW",OptionsProOI
407,2020-09-22 22:18:19+00:00,1308531097697910791,Alphabet Inc Class C (GOOG) stock rose by 2.3967%! Currently priced at 1465.46. https://t.co/c4ybXIhX2s,EquityMongoose
408,2020-09-22 22:01:42+00:00,1308526916685750274,Alphabet Inc Class C (GOOG) stock rose by 2.3967%! Currently priced at 1465.46. https://t.co/sd20c0zoOm,AstroNetDkIOT
409,2020-09-22 21:31:22+00:00,1308519282037358592,Alphabet Inc Class C (GOOG) stock rose by 2.3967%! Currently priced at 1465.46. https://t.co/nBUPPoyCzb,FlexsisLondon
410,2020-09-22 18:31:31+00:00,1308474022401773568,"#Alphabet $GOOG Has A Weak #Technical Analysis Score (TA Score). Breakdown Of 3 Categories: #candle score Neutral; moving average score Weak; #momentum score Neutral #stocks #stock #StockMarket #Investment #investing https://t.co/IWZSYMAia0
https://t.co/2R2B6jzy9u https://t.co/IAh0nWI7na",OptionsProOI
411,2020-09-22 18:31:31+00:00,1308474020795351040,"#Alphabet $GOOG Has A Weak #Technical Analysis Score (TA Score). Breakdown Of 3 Categories: #candle score Neutral; moving average score Weak; #momentum score Neutral #stocks #stock #StockMarket #Investment #investing https://t.co/IWZSYMAia0
https://t.co/2R2B6jzy9u https://t.co/3a58qssFPP",OptionsProOI
412,2020-09-22 17:32:23+00:00,1308459139618598912,Alphabet $GOOG Has A Weak #Technical Analysis Score (TA Score). Breakdown Of 3 Categories: #candle score Neutral; moving average score Weak; #momentum score Neutral #stocks #stock #StockMarket #Investment #investing https://t.co/Jj64hrpqst https://t.co/nwUIM2IpMf https://t.co/EqPGePFVbi,OptionsMaxPain
413,2020-09-22 16:29:32+00:00,1308443322411753473,"#Options Flow Grid Update $GOOG #OptionsTrading Alphabet Shares ⬆️1.41% to $1,451.744 #OptionsFlow #optiontrading #stocks #stock #StockMarket #investing #Investment https://t.co/Jj64hrpqst https://t.co/IQRXHxrRQd https://t.co/8duD75jQJO",OptionsMaxPain
414,2020-09-22 16:25:48+00:00,1308442384422694912,"#Options Flow Grid Update $GOOG #OptionsTrading Alphabet Shares ⬆️1.41% to $1,451.744 #OptionsFlow #optiontrading #stocks #stock #StockMarket #investing #Investment https://t.co/Jj64hrpqst https://t.co/IQRXHxrRQd https://t.co/8szzwC7MCy",OptionsMaxPain
415,2020-09-22 14:28:31+00:00,1308412868031844352,"#Options Flow Grid Update $GOOG #OptionsTrading Alphabet Shares ⬆️1.34% to $1,452.63 #OptionsFlow #stocks #stock #StockMarket #investing #Investment https://t.co/5JE2nlalc3
https://t.co/mX5yNvavMh https://t.co/uEhYtn3i2H",MinteractApp
416,2020-09-21 22:22:04+00:00,1308169653164834824,Alphabet Inc Class C (GOOG) stock dropped by 1.9747%! Currently priced at 1431.16. https://t.co/sd20c0zoOm,AstroNetDkIOT
417,2020-09-21 22:12:28+00:00,1308167236503437312,Alphabet Inc Class C (GOOG) stock dropped by 1.9747%! Currently priced at 1431.16. https://t.co/c4ybXIhX2s,EquityMongoose
418,2020-09-21 19:04:08+00:00,1308119843258814464,#Options Flow Grid Update $GOOG #OptionsTrading Alphabet Shares 🔻Up 0.49% to $162.8 #OptionsFlow #optiontrading #stocks #stock #StockMarket #investing #Investment https://t.co/B7BWRcVOEf https://t.co/CcFVYihrmw https://t.co/aUg52K1UZ8,TickwatcherMF
419,2020-09-21 18:49:55+00:00,1308116264296960000,"#Options Flow Grid Update $GOOG #OptionsTrading Alphabet Shares 🔻3% to $1,416.33 #OptionsFlow #stocks #stock #StockMarket #investing #Investment https://t.co/B7BWRcVOEf https://t.co/TXXqxsdb0G",TickwatcherMF
420,2020-09-21 15:28:41+00:00,1308065619930038272,"#Options Flow Grid Update $GOOG #OptionsTrading Alphabet Shares 🔻3.38% to $1,410.42 #OptionsFlow #stocks #stock #StockMarket #investing #Investment https://t.co/I8hjTlEqg3 https://t.co/E4kzgAtYGQ https://t.co/jSn0oBflUO",OptionsProVol
421,2020-09-21 14:47:02+00:00,1308055138024607750,"GOOG Aggressive Elevated Risk: Alphabet Inc Cl C Cap Stock $GOOG triggered at $1,413.20 on 21-Sep-20 EST https://t.co/O6zwiUEZWT",SmartStops
422,2020-09-21 14:12:17+00:00,1308046392850436098,"#Options Flow Grid Update $GOOG #OptionsTrading Alphabet Shares 🔻2.58% to $1,422.825 #OptionsFlow #optiontrading #stocks #stock #StockMarket #investing #Investment https://t.co/B7BWRcVOEf https://t.co/fSBMzoKlF4 https://t.co/O6forR3NiL",TickwatcherMF
423,2020-09-21 14:07:17+00:00,1308045136392196096,#Alphabet $GOOG Has A Weak #Technical Analysis Score (TA Score). Breakdown Of 3 Categories: #candle score Neutral; moving average score Weak; #momentum score Neutral #stocks #stock #StockMarket #Investment #investing https://t.co/IWZSYMAia0 https://t.co/RehqqZmP6u,OptionsProOI
424,2020-09-21 14:07:11+00:00,1308045109645074438,#Alphabet $GOOG Has A Weak #Technical Analysis Score (TA Score). Breakdown Of 3 Categories: #candle score Neutral; moving average score Weak; #momentum score Neutral #stocks #stock #StockMarket #Investment #investing https://t.co/IWZSYMAia0 https://t.co/HahdKbcR7N,OptionsProOI
425,2020-09-21 14:07:11+00:00,1308045109645041665,#Alphabet $GOOG Has A Weak #Technical Analysis Score (TA Score). Breakdown Of 3 Categories: #candle score Neutral; moving average score Weak; #momentum score Neutral #stocks #stock #StockMarket #Investment #investing https://t.co/IWZSYMAia0 https://t.co/wFxeLSbCck,OptionsProOI
426,2020-09-21 14:05:56+00:00,1308044798750728193,#Alphabet $GOOG Has A Weak #Technical Analysis Score (TA Score). Breakdown Of 3 Categories: #candle score Neutral; moving average score Weak; #momentum score Neutral #stocks #stock #StockMarket #Investment #investing https://t.co/Gr3YvQQ4OY https://t.co/PaVKTXcaef,MITickWatcher
427,2020-09-20 21:47:03+00:00,1307798454010224640,"$GOOG Alphabet #Options Power, #Options #maxpain Chart, Open Interest Chart Update #OptionsTrading #OptionsFlow #optionstrade #optiontrading #stocks #stock #StockMarket #Investment #investing #invest #investor #investors #UOA https://t.co/5JE2nlrW3B
https://t.co/nyDcsbQLqh https://t.co/dBQvQwhsWU",MinteractApp
428,2020-09-20 21:07:45+00:00,1307788561253462016,"#Options Flow Grid Update $GOOG #OptionsTrading Alphabet Shares 🔻2.51% to $1,457.99 #OptionsFlow #optiontrading #stocks #stock #StockMarket #investing #Investment https://t.co/5JE2nlrW3B
https://t.co/fleTZbp6ga https://t.co/Blq7x9b8J3",MinteractApp
429,2020-09-20 17:12:46+00:00,1307729428521332737,"@Vanguard_Group voted against $276.6mn in stock awards for $GOOG $GOOGL CEO. #Alphabet, #Google’s parent company, paid CEO @sundarpichai stock awards valued at $276.6mn for 2019. #Vanguard said it “found a misalignment between pay and performance”",notdumbmoney
430,2020-09-19 00:24:31+00:00,1307113304364638208,"""He remains in awe of Buffett but decided that he wants to invest his cash himself. Ackman also bought, and quickly sold, Alphabet (GOOGL) stock for only a small profit. 'Stupid, he says."" $PSTH $GOOG $BRKa ¯\_(ツ)_/¯ https://t.co/sLfj7rSocz",UnHedgedChatter
431,2020-09-18 23:00:36+00:00,1307092186144665600,"#Options Flow Grid Update $GOOG #OptionsTrading Alphabet Shares 🔻0.63% to $25.19 #OptionsFlow #optiontrading #stocks #stock #StockMarket #investing #Investment https://t.co/5JE2nlalc3
https://t.co/nyDcsc8mOR https://t.co/ChUF8t0hMs",MinteractApp
432,2020-09-18 22:12:15+00:00,1307080018435231745,Alphabet Inc Class C (GOOG) stock dropped by 2.3764%! Currently priced at 1459.99. https://t.co/c4ybXIhX2s,EquityMongoose
433,2020-09-18 21:22:01+00:00,1307067377272729601,Alphabet Inc Class C (GOOG) stock dropped by 2.3764%! Currently priced at 1459.99. https://t.co/sd20c0zoOm,AstroNetDkIOT
434,2020-09-18 18:09:28+00:00,1307018921921273856,Alphabet $GOOG Has A Neutral #Technical Analysis Score (TA Score). Breakdown Of 3 Categories: #candle score Excellent; moving average score Neutral; #momentum score Neutral #stocks #stock #StockMarket #Investment #investing https://t.co/Jj64hrpqst https://t.co/5F5Ygo19Mf https://t.co/AsxEjeW7Mf,OptionsMaxPain
435,2020-09-18 16:56:40+00:00,1307000601327271937,"#Options Flow Grid Update $GOOG #OptionsTrading Alphabet Shares 🔻2.69% to $1,454.91 #OptionsFlow #optiontrading #stocks #stock #StockMarket #investing #Investment https://t.co/Jj64hrpqst https://t.co/0ZK6DGM3PG https://t.co/09DdwLC0Ce",OptionsMaxPain
436,2020-09-17 22:29:49+00:00,1306722050493394944,"#Options Flow Grid Update $GOOG #OptionsTrading Alphabet Shares 🔻1.77% to $1,494 #OptionsFlow #optiontrading #stocks #stock #StockMarket #investing #Investment https://t.co/5JE2nlrW3B
https://t.co/ZsZIdgKehd https://t.co/4Peg7vLp1u",MinteractApp
437,2020-09-17 22:12:14+00:00,1306717628069752832,Alphabet Inc Class C (GOOG) stock dropped by 1.6681%! Currently priced at 1495.53. https://t.co/c4ybXIhX2s,EquityMongoose
438,2020-09-17 21:22:25+00:00,1306705088015216640,Alphabet Inc Class C (GOOG) stock dropped by 1.6681%! Currently priced at 1495.53. https://t.co/sd20c0zoOm,AstroNetDkIOT
439,2020-09-17 19:53:37+00:00,1306682743154192386,"When was the last time you heard ""a #correction led by #Apple""?
#tech #stocks #stock #market
#Technology #TechNews #StockMarket #Markets
#Apple $AAPL #Amazon $AMZN #Microsoft $MSFT #Alphabet #Google $GOOG $GOOGL #Facebook $FB #Nvidia $NVDA #Netflix $NFLX $QQQ $SPX $SPY $DIA $IWM https://t.co/he5UNzgwPF",TheFortuneTell5
440,2020-09-17 16:55:03+00:00,1306637803585851392,"GOOG Aggressive Elevated Risk: Alphabet Inc Cl C Cap Stock $GOOG triggered at $1,471.20 on 17-Sep-20 EST https://t.co/nePrzFwygE",SmartStops
441,2020-09-17 14:17:26+00:00,1306598138631712776,"#Options Flow Grid Update $GOOG #OptionsTrading Alphabet Shares 🔻1.73% to $1,494.23 #OptionsFlow #optiontrading #stocks #stock #StockMarket #investing #Investment https://t.co/Jj64hrpqst https://t.co/0Y0rdh9FHu https://t.co/yPp2DrR8DU",OptionsMaxPain
442,2020-09-17 13:59:24+00:00,1306593600499666946,"#Options Flow Grid Update $GOOG #OptionsTrading Alphabet Shares 🔻1.57% to $1,495.98 #OptionsFlow #stocks #stock #StockMarket #investing #Investment https://t.co/I8hjTlEqg3
https://t.co/mBbL6E6zE9 https://t.co/68RPwgG3ii",OptionsProVol
443,2020-09-16 22:12:26+00:00,1306355287721476098,Alphabet Inc Class C (GOOG) stock dropped by 1.3325%! Currently priced at 1520.9. https://t.co/c4ybXIhX2s,EquityMongoose
444,2020-09-16 21:22:23+00:00,1306342692448862208,Alphabet Inc Class C (GOOG) stock dropped by 1.3325%! Currently priced at 1520.9. https://t.co/sd20c0zoOm,AstroNetDkIOT
